name,age,country,year,sports,gold_medal,silver_medal,brone_medal,total_medal,Date
Sven Hannawald,27.0,Germany,2002,Ski Jumping,1,1,0,2,2002-02-24
Matti Hautamäki,20.0,Finland,2002,Ski Jumping,0,1,1,2,2002-02-24
Adam Malysz,24.0,Poland,2002,Ski Jumping,0,1,1,2,2002-02-24
Niccolò Campriani,24.0,Italy,2012,Shooting,1,1,0,2,2012-08-12
Jin Jong O,32.0,South Korea,2012,Shooting,2,0,0,2,2012-08-12
Olena Kostevych,27.0,Ukraine,2012,Shooting,0,0,2,2,2012-08-12
Jin Jong O,28.0,South Korea,2008,Shooting,1,1,0,2,2008-08-24
Katerina Kurková Emmons,24.0,Czech Republic,2008,Shooting,1,1,0,2,2008-08-24
Lyubov Galkina,31.0,Russia,2004,Shooting,1,1,0,2,2004-08-29
Mariya Grozdeva,32.0,Bulgaria,2004,Shooting,1,0,1,2,2004-08-29
Lee Bo Na,23.0,South Korea,2004,Shooting,0,1,1,2,2004-08-29
Mikhail Nestruyev,35.0,Russia,2004,Shooting,1,1,0,2,2004-08-29
Igor Basinsky,37.0,Belarus,2000,Shooting,0,1,1,2,2000-10-01
Tao Luna,26.0,China,2000,Shooting,1,1,0,2,2000-10-01
Kim Crow,26.0,Australia,2012,Rowing,0,1,1,2,2012-08-12
Georgeta Damian Andrunache,32.0,Romania,2008,Rowing,1,0,1,2,2008-08-24
Viorica Susanu,32.0,Romania,2008,Rowing,1,0,1,2,2008-08-24
Georgeta Damian Andrunache,28.0,Romania,2004,Rowing,2,0,0,2,2004-08-29
Viorica Susanu,28.0,Romania,2004,Rowing,2,0,0,2,2004-08-29
Georgeta Damian Andrunache,24.0,Romania,2000,Rowing,2,0,0,2,2000-10-01
Doina Ignat,31.0,Romania,2000,Rowing,2,0,0,2,2000-10-01
Pieta van Dishoeck,28.0,Netherlands,2000,Rowing,0,2,0,2,2000-10-01
Eeke van Nes,31.0,Netherlands,2000,Rowing,0,2,0,2,2000-10-01
Bill Demong,29.0,United States,2010,Nordic Combined,1,1,0,2,2010-02-28
Bernhard Gruber,27.0,Austria,2010,Nordic Combined,1,0,1,2,2010-02-28
Magnus Moan,22.0,Norway,2006,Nordic Combined,0,1,1,2,2006-02-26
Ronny Ackermann,24.0,Germany,2002,Nordic Combined,0,2,0,2,2002-02-24
Jaakko Tallus,20.0,Finland,2002,Nordic Combined,1,1,0,2,2002-02-24
Denis Ablyazin,19.0,Russia,2012,Gymnastics,0,1,1,2,2012-08-12
Chen Yibing,27.0,China,2012,Gymnastics,1,1,0,2,2012-08-12
Gabby Douglas,16.0,United States,2012,Gymnastics,2,0,0,2,2012-08-12
Feng Zhe,24.0,China,2012,Gymnastics,2,0,0,2,2012-08-12
Sandra Izbasa,22.0,Romania,2012,Gymnastics,1,0,1,2,2012-08-12
Viktoriya Komova,17.0,Russia,2012,Gymnastics,0,2,0,2,2012-08-12
McKayla Maroney,16.0,United States,2012,Gymnastics,1,1,0,2,2012-08-12
Marcel Nguyen,24.0,Germany,2012,Gymnastics,0,2,0,2,2012-08-12
Mariya Paseka,17.0,Russia,2012,Gymnastics,0,1,1,2,2012-08-12
Catalina Ponor,24.0,Romania,2012,Gymnastics,0,1,1,2,2012-08-12
Louis Smith,23.0,Great Britain,2012,Gymnastics,0,1,1,2,2012-08-12
Max Whitlock,19.0,Great Britain,2012,Gymnastics,0,0,2,2,2012-08-12
Chen Yibing,23.0,China,2008,Gymnastics,2,0,0,2,2008-08-24
Anton Golotsutskov,23.0,Russia,2008,Gymnastics,0,0,2,2,2008-08-24
He Kexin,16.0,China,2008,Gymnastics,2,0,0,2,2008-08-24
Jonathan Horton,22.0,United States,2008,Gymnastics,0,1,1,2,2008-08-24
Sandra Izbasa,18.0,Romania,2008,Gymnastics,1,0,1,2,2008-08-24
Li Xiaopeng,27.0,China,2008,Gymnastics,2,0,0,2,2008-08-24
Kohei Uchimura,19.0,Japan,2008,Gymnastics,0,2,0,2,2008-08-24
Xiao Qin,23.0,China,2008,Gymnastics,2,0,0,2,2008-08-24
Alexandra Eremia,17.0,Romania,2004,Gymnastics,1,0,1,2,2004-08-29
Annia Hatch,26.0,United States,2004,Gymnastics,0,2,0,2,2004-08-29
Terin Humphrey,18.0,United States,2004,Gymnastics,0,2,0,2,2004-08-29
Takehiro Kashima,24.0,Japan,2004,Gymnastics,1,0,1,2,2004-08-29
Svetlana Khorkina,25.0,Russia,2004,Gymnastics,0,1,1,2,2004-08-29
Courtney Kupets,18.0,United States,2004,Gymnastics,0,1,1,2,2004-08-29
Anna Pavlova,16.0,Russia,2004,Gymnastics,0,0,2,2,2004-08-29
Monica Rosu,17.0,Romania,2004,Gymnastics,2,0,0,2,2004-08-29
Dana Sofronie,16.0,Romania,2004,Gymnastics,1,1,0,2,2004-08-29
Hiroyuki Tomita,23.0,Japan,2004,Gymnastics,1,1,0,2,2004-08-29
Marius Urzica,28.0,Romania,2004,Gymnastics,0,1,1,2,2004-08-29
Isao Yoneda,26.0,Japan,2004,Gymnastics,1,0,1,2,2004-08-29
Yordan Yovchev,31.0,Bulgaria,2004,Gymnastics,0,1,1,2,2004-08-29
Oleksandr Beresh,22.0,Ukraine,2000,Gymnastics,0,1,1,2,2000-10-01
Aleksey Bondarenko,22.0,Russia,2000,Gymnastics,0,1,1,2,2000-10-01
Lee Ju Hyeong,27.0,South Korea,2000,Gymnastics,0,1,1,2,2000-10-01
Li Xiaopeng,19.0,China,2000,Gymnastics,2,0,0,2,2000-10-01
Liu Xuan,21.0,China,2000,Gymnastics,1,0,1,2,2000-10-01
Maria Olaru,18.0,Romania,2000,Gymnastics,1,1,0,2,2000-10-01
Yelena Produnova,20.0,Russia,2000,Gymnastics,0,1,1,2,2000-10-01
Andreea Raducan,16.0,Romania,2000,Gymnastics,1,1,0,2,2000-10-01
Yang Wei,20.0,China,2000,Gymnastics,1,1,0,2,2000-10-01
Yordan Yovchev,27.0,Bulgaria,2000,Gymnastics,0,0,2,2,2000-10-01
Elisa Di Francisca,29.0,Italy,2012,Fencing,2,0,0,2,2012-08-12
Arianna Errigo,24.0,Italy,2012,Fencing,1,1,0,2,2012-08-12
Diego Occhiuzzi,31.0,Italy,2012,Fencing,0,1,1,2,2012-08-12
Sun Yujie,19.0,China,2012,Fencing,1,0,1,2,2012-08-12
Valentina Vezzali,38.0,Italy,2012,Fencing,1,0,1,2,2012-08-12
Stefano Carozzo,29.0,Italy,2008,Fencing,0,0,2,2,2008-08-24
Margherita Granbassi,28.0,Italy,2008,Fencing,0,0,2,2,2008-08-24
Sada Jacobson,25.0,United States,2008,Fencing,0,1,1,2,2008-08-24
Fabrice Jeannet,27.0,France,2008,Fencing,1,1,0,2,2008-08-24
Nicolas Lopez,27.0,France,2008,Fencing,1,1,0,2,2008-08-24
Matteo Tagliariol,25.0,Italy,2008,Fencing,1,0,1,2,2008-08-24
Valentina Vezzali,34.0,Italy,2008,Fencing,1,0,1,2,2008-08-24
Becca Ward,18.0,United States,2008,Fencing,0,0,2,2,2008-08-24
Mariel Zagunis,23.0,United States,2008,Fencing,1,0,1,2,2008-08-24
Andrea Cassarà,20.0,Italy,2004,Fencing,1,0,1,2,2004-08-29
Laura Flessel Colovic,32.0,France,2004,Fencing,0,1,1,2,2004-08-29
Aldo Montano,25.0,Italy,2004,Fencing,1,1,0,2,2004-08-29
Maureen Nisima,23.0,France,2004,Fencing,0,0,2,2,2004-08-29
Salvatore Sanzo,28.0,Italy,2004,Fencing,1,1,0,2,2004-08-29
Mathieu Gourdain,26.0,France,2000,Fencing,0,2,0,2,2000-10-01
Gianna Hablützel Bürki,30.0,Switzerland,2000,Fencing,0,2,0,2,2000-10-01
Rita König,23.0,Germany,2000,Fencing,0,1,1,2,2000-10-01
Wiradech Kothny,21.0,Germany,2000,Fencing,0,0,2,2,2000-10-01
Hugues Obry,27.0,France,2000,Fencing,0,2,0,2,2000-10-01
Giovanna Trillini,30.0,Italy,2000,Fencing,1,0,1,2,2000-10-01
Valentina Vezzali,26.0,Italy,2000,Fencing,2,0,0,2,2000-10-01
Sandra Auffarth,25.0,Germany,2012,Equestrian,1,0,1,2,2012-08-12
Laura Bechtolsheimer,27.0,Great Britain,2012,Equestrian,1,0,1,2,2012-08-12
Adelinde Cornelissen,33.0,Netherlands,2012,Equestrian,0,1,1,2,2012-08-12
Charlotte Dujardin,27.0,Great Britain,2012,Equestrian,2,0,0,2,2012-08-12
Michael Jung,29.0,Germany,2012,Equestrian,2,0,0,2,2012-08-12
Gerco Schröder,34.0,Netherlands,2012,Equestrian,0,2,0,2,2012-08-12
Tina Cook,37.0,Great Britain,2008,Equestrian,0,0,2,2,2008-08-24
Heike Kemmer,46.0,Germany,2008,Equestrian,1,0,1,2,2008-08-24
Eric Lamaze,40.0,Canada,2008,Equestrian,1,1,0,2,2008-08-24
Beezie Madden,44.0,United States,2008,Equestrian,1,0,1,2,2008-08-24
Hinrich Romeike,45.0,Germany,2008,Equestrian,2,0,0,2,2008-08-24
Anky van Grunsven,40.0,Netherlands,2008,Equestrian,1,1,0,2,2008-08-24
Isabell Werth,39.0,Germany,2008,Equestrian,1,1,0,2,2008-08-24
Beatriz Ferrer Salat,38.0,Spain,2004,Equestrian,0,1,1,2,2004-08-29
Pippa Funnell,35.0,Great Britain,2004,Equestrian,0,1,1,2,2004-08-29
Chris Kappler,37.0,United States,2004,Equestrian,1,1,0,2,2004-08-29
Marco Kutscher,29.0,Germany,2004,Equestrian,0,0,2,2,2004-08-29
Leslie Law,39.0,Great Britain,2004,Equestrian,1,1,0,2,2004-08-29
Ulla Salzgeber,46.0,Germany,2004,Equestrian,1,1,0,2,2004-08-29
Kim Severson,30.0,United States,2004,Equestrian,0,1,1,2,2004-08-29
Andrew Hoy,41.0,Australia,2000,Equestrian,1,1,0,2,2000-10-01
David O'Connor,38.0,United States,2000,Equestrian,1,0,1,2,2000-10-01
Ulla Salzgeber,42.0,Germany,2000,Equestrian,1,0,1,2,2000-10-01
Anky van Grunsven,32.0,Netherlands,2000,Equestrian,1,1,0,2,2000-10-01
Isabell Werth,31.0,Germany,2000,Equestrian,1,1,0,2,2000-10-01
David Boudia,23.0,United States,2012,Diving,1,0,1,2,2012-08-12
Chen Ruolin,19.0,China,2012,Diving,2,0,0,2,2012-08-12
He Zi,21.0,China,2012,Diving,1,1,0,2,2012-08-12
Qin Kai,26.0,China,2012,Diving,1,1,0,2,2012-08-12
Wu Minxia,26.0,China,2012,Diving,2,0,0,2,2012-08-12
Ilya Zakharov,21.0,Russia,2012,Diving,1,1,0,2,2012-08-12
Chen Ruolin,15.0,China,2008,Diving,2,0,0,2,2008-08-24
Gleb Galperin,25.0,Russia,2008,Diving,0,0,2,2,2008-08-24
Guo Jingjing,26.0,China,2008,Diving,2,0,0,2,2008-08-24
Yuliya Pakhalina,30.0,Russia,2008,Diving,0,2,0,2,2008-08-24
Qin Kai,22.0,China,2008,Diving,1,0,1,2,2008-08-24
Wang Xin,16.0,China,2008,Diving,1,0,1,2,2008-08-24
Wu Minxia,22.0,China,2008,Diving,1,0,1,2,2008-08-24
Guo Jingjing,22.0,China,2004,Diving,2,0,0,2,2004-08-29
Mathew Helm,23.0,Australia,2004,Diving,0,1,1,2,2004-08-29
Lao Lishi,16.0,China,2004,Diving,1,1,0,2,2004-08-29
Chantelle Michell Newbery,27.0,Australia,2004,Diving,1,0,1,2,2004-08-29
Robert Newbery,25.0,Australia,2004,Diving,0,0,2,2,2004-08-29
Yuliya Pakhalina,26.0,Russia,2004,Diving,0,1,1,2,2004-08-29
Tian Liang,24.0,China,2004,Diving,1,0,1,2,2004-08-29
Wu Minxia,18.0,China,2004,Diving,1,1,0,2,2004-08-29
Fu Mingxia,22.0,China,2000,Diving,1,1,0,2,2000-10-01
Guo Jingjing,18.0,China,2000,Diving,0,2,0,2,2000-10-01
Hu Jia,17.0,China,2000,Diving,0,2,0,2,2000-10-01
Li Na,16.0,China,2000,Diving,1,1,0,2,2000-10-01
Anne Montminy,25.0,Canada,2000,Diving,0,1,1,2,2000-10-01
Tian Liang,21.0,China,2000,Diving,1,1,0,2,2000-10-01
Xiong Ni,26.0,China,2000,Diving,2,0,0,2,2000-10-01
Grégory Baugé,27.0,France,2012,Cycling,0,2,0,2,2012-08-12
Ed Clancy,27.0,Great Britain,2012,Cycling,1,0,1,2,2012-08-12
Sarah Hammer,28.0,United States,2012,Cycling,0,2,0,2,2012-08-12
Chris Hoy,36.0,Great Britain,2012,Cycling,2,0,0,2,2012-08-12
Jason Kenny,24.0,Great Britain,2012,Cycling,2,0,0,2,2012-08-12
Maximilian Levy,25.0,Germany,2012,Cycling,0,1,1,2,2012-08-12
Anna Meares,28.0,Australia,2012,Cycling,1,0,1,2,2012-08-12
Vicki Pendleton,31.0,Great Britain,2012,Cycling,1,1,0,2,2012-08-12
Laura Trott,20.0,Great Britain,2012,Cycling,2,0,0,2,2012-08-12
Olga Zabelinskaya,32.0,Russia,2012,Cycling,0,0,2,2,2012-08-12
Mickaël Bourgain,28.0,France,2008,Cycling,0,1,1,2,2008-08-24
Fabian Cancellara,27.0,Switzerland,2008,Cycling,1,1,0,2,2008-08-24
Jason Kenny,20.0,Great Britain,2008,Cycling,1,1,0,2,2008-08-24
Joan Llaneras,39.0,Spain,2008,Cycling,1,1,0,2,2008-08-24
Hayden Roulston,27.0,New Zealand,2008,Cycling,0,1,1,2,2008-08-24
Bradley Wiggins,28.0,Great Britain,2008,Cycling,2,0,0,2,2008-08-24
Ryan Bayley,22.0,Australia,2004,Cycling,2,0,0,2,2004-08-29
Graeme Brown,25.0,Australia,2004,Cycling,2,0,0,2,2004-08-29
Sergi Escobar,29.0,Spain,2004,Cycling,0,0,2,2,2004-08-29
Rob Hayles,31.0,Great Britain,2004,Cycling,0,1,1,2,2004-08-29
Brad McGee,28.0,Australia,2004,Cycling,1,1,0,2,2004-08-29
Anna Meares,20.0,Australia,2004,Cycling,1,0,1,2,2004-08-29
Stefan Nimke,26.0,Germany,2004,Cycling,1,0,1,2,2004-08-29
Olga Slyusareva,35.0,Russia,2004,Cycling,1,0,1,2,2004-08-29
Arnaud Tournant,26.0,France,2004,Cycling,0,1,1,2,2004-08-29
René Wolff,26.0,Germany,2004,Cycling,1,0,1,2,2004-08-29
Leontien Zijlaard van Moorsel,34.0,Netherlands,2004,Cycling,1,0,1,2,2004-08-29
Félicia Ballanger,29.0,France,2000,Cycling,2,0,0,2,2000-10-01
Robert Bartko,24.0,Germany,2000,Cycling,2,0,0,2,2000-10-01
Jens Fiedler,30.0,Germany,2000,Cycling,0,0,2,2,2000-10-01
Jens Lehmann,32.0,Germany,2000,Cycling,1,1,0,2,2000-10-01
Gary Neiwand,34.0,Australia,2000,Cycling,0,1,1,2,2000-10-01
Jason Queally,30.0,Great Britain,2000,Cycling,1,1,0,2,2000-10-01
Jan Ullrich,26.0,Germany,2000,Cycling,1,1,0,2,2000-10-01
Lukáš Bauer,32.0,Czech Republic,2010,Cross Country Skiing,0,0,2,2,2010-02-28
Anna Haag,23.0,Sweden,2010,Cross Country Skiing,0,2,0,2,2010-02-28
Marcus Hellner,24.0,Sweden,2010,Cross Country Skiing,2,0,0,2,2010-02-28
Charlotte Kalla,22.0,Sweden,2010,Cross Country Skiing,1,1,0,2,2010-02-28
Claudia Künzel Nystad,32.0,Germany,2010,Cross Country Skiing,1,1,0,2,2010-02-28
Aino Kaisa Saarinen,31.0,Finland,2010,Cross Country Skiing,0,0,2,2,2010-02-28
Evi Sachenbacher Stehle,29.0,Germany,2010,Cross Country Skiing,1,1,0,2,2010-02-28
Axel Teichmann,30.0,Germany,2010,Cross Country Skiing,0,2,0,2,2010-02-28
Tobias Angerer,28.0,Germany,2006,Cross Country Skiing,0,1,1,2,2006-02-26
Yuliya Chepalova,29.0,Russia,2006,Cross Country Skiing,1,1,0,2,2006-02-26
Yevgeny Dementyev,23.0,Russia,2006,Cross Country Skiing,1,1,0,2,2006-02-26
Giorgio Di Centa,33.0,Italy,2006,Cross Country Skiing,2,0,0,2,2006-02-26
Thobias Fredriksson,30.0,Sweden,2006,Cross Country Skiing,1,0,1,2,2006-02-26
Claudia Künzel Nystad,28.0,Germany,2006,Cross Country Skiing,0,2,0,2,2006-02-26
Björn Lind,27.0,Sweden,2006,Cross Country Skiing,2,0,0,2,2006-02-26
Yevgeniya Medvedeva,29.0,Russia,2006,Cross Country Skiing,1,0,1,2,2006-02-26
Katerina Neumannová,32.0,Czech Republic,2006,Cross Country Skiing,1,1,0,2,2006-02-26
Pietro Piller Cottrer,31.0,Italy,2006,Cross Country Skiing,1,0,1,2,2006-02-26
Kristina Šmigun Vähi,28.0,Estonia,2006,Cross Country Skiing,2,0,0,2,2006-02-26
Thomas Alsgaard,30.0,Norway,2002,Cross Country Skiing,2,0,0,2,2002-02-24
Viola Bauer,25.0,Germany,2002,Cross Country Skiing,1,0,1,2,2002-02-24
Anita Moen Guidon,34.0,Norway,2002,Cross Country Skiing,0,1,1,2,2002-02-24
Katerina Neumannová,28.0,Czech Republic,2002,Cross Country Skiing,0,2,0,2,2002-02-24
Evi Sachenbacher Stehle,21.0,Germany,2002,Cross Country Skiing,1,1,0,2,2002-02-24
Kristen Skjeldal,34.0,Norway,2002,Cross Country Skiing,1,0,1,2,2002-02-24
Andrus Veerpalu,31.0,Estonia,2002,Cross Country Skiing,1,1,0,2,2002-02-24
Cristian Zorzi,29.0,Italy,2002,Cross Country Skiing,0,1,1,2,2002-02-24
Tina Dietze,24.0,Germany,2012,Canoeing,1,1,0,2,2012-08-12
Natasa Douchev Janics,30.0,Hungary,2012,Canoeing,0,1,1,2,2012-08-12
Katalin Kovács,36.0,Hungary,2012,Canoeing,1,1,0,2,2012-08-12
Danuta Kozák,25.0,Hungary,2012,Canoeing,2,0,0,2,2012-08-12
Inna Osypenko Radomska,29.0,Ukraine,2012,Canoeing,0,2,0,2,2012-08-12
Franziska Weber,23.0,Germany,2012,Canoeing,1,1,0,2,2012-08-12
Tim Brabants,31.0,Great Britain,2008,Canoeing,1,0,1,2,2008-08-24
David Cal,25.0,Spain,2008,Canoeing,0,2,0,2,2008-08-24
Natasa Douchev Janics,26.0,Hungary,2008,Canoeing,1,1,0,2,2008-08-24
Christian Gille,32.0,Germany,2008,Canoeing,0,1,1,2,2008-08-24
Katalin Kovács,32.0,Hungary,2008,Canoeing,1,1,0,2,2008-08-24
Vadim Makhnyov,28.0,Belarus,2008,Canoeing,1,0,1,2,2008-08-24
Roman Petrushenko,27.0,Belarus,2008,Canoeing,1,0,1,2,2008-08-24
Katrin Wagner Augustin,30.0,Germany,2008,Canoeing,1,0,1,2,2008-08-24
Ken Wallace,25.0,Australia,2008,Canoeing,1,0,1,2,2008-08-24
Tomasz Wylenzek,25.0,Germany,2008,Canoeing,0,1,1,2,2008-08-24
Nathan Baggaley,28.0,Australia,2004,Canoeing,0,2,0,2,2004-08-29
David Cal,21.0,Spain,2004,Canoeing,1,1,0,2,2004-08-29
Andreas Dittmer,32.0,Germany,2004,Canoeing,1,1,0,2,2004-08-29
Natasa Douchev Janics,22.0,Hungary,2004,Canoeing,2,0,0,2,2004-08-29
Birgit Fischer Schmidt,42.0,Germany,2004,Canoeing,1,1,0,2,2004-08-29
Aleksandr Kostoglod,30.0,Russia,2004,Canoeing,0,1,1,2,2004-08-29
Katalin Kovács,28.0,Hungary,2004,Canoeing,1,1,0,2,2004-08-29
Aleksandr Kovalyov,29.0,Russia,2004,Canoeing,0,1,1,2,2004-08-29
Eirik Verås Larsen,28.0,Norway,2004,Canoeing,1,0,1,2,2004-08-29
Carolin Leonhardt,19.0,Germany,2004,Canoeing,1,1,0,2,2004-08-29
Adam Van Koeverden,22.0,Canada,2004,Canoeing,1,0,1,2,2004-08-29
Andreas Dittmer,28.0,Germany,2000,Canoeing,1,0,1,2,2000-10-01
Birgit Fischer Schmidt,38.0,Germany,2000,Canoeing,2,0,0,2,2000-10-01
Knut Holmann,32.0,Norway,2000,Canoeing,2,0,0,2,2000-10-01
Zoltán Kammerer,22.0,Hungary,2000,Canoeing,2,0,0,2,2000-10-01
Katalin Kovács,24.0,Hungary,2000,Canoeing,0,2,0,2,2000-10-01
Petar Merkov,23.0,Bulgaria,2000,Canoeing,0,2,0,2,2000-10-01
Florin Popescu,26.0,Romania,2000,Canoeing,1,0,1,2,2000-10-01
Mitica Pricop,22.0,Romania,2000,Canoeing,1,0,1,2,2000-10-01
Botond Storcz,25.0,Hungary,2000,Canoeing,2,0,0,2,2000-10-01
Szilvia Szabó,21.0,Hungary,2000,Canoeing,0,2,0,2,2000-10-01
Katrin Wagner Augustin,22.0,Germany,2000,Canoeing,2,0,0,2,2000-10-01
Kevin Kuske,31.0,Germany,2010,Bobsleigh,1,1,0,2,2010-02-28
André Lange,36.0,Germany,2010,Bobsleigh,1,1,0,2,2010-02-28
Martin Annen,32.0,Switzerland,2006,Bobsleigh,0,0,2,2,2006-02-26
Beat Hefti,28.0,Switzerland,2006,Bobsleigh,0,0,2,2,2006-02-26
Kevin Kuske,27.0,Germany,2006,Bobsleigh,2,0,0,2,2006-02-26
André Lange,32.0,Germany,2006,Bobsleigh,2,0,0,2,2006-02-26
Ole Einar Bjørndalen,36.0,Norway,2010,Biathlon,1,1,0,2,2010-02-28
Marie Laure Brunet,21.0,France,2010,Biathlon,0,1,1,2,2010-02-28
Marie Dorin,23.0,France,2010,Biathlon,0,1,1,2,2010-02-28
Simone Hauswald,30.0,Germany,2010,Biathlon,0,0,2,2,2010-02-28
Vincent Jay,24.0,France,2010,Biathlon,1,0,1,2,2010-02-28
Anastasia Kuzmina,25.0,Slovakia,2010,Biathlon,1,1,0,2,2010-02-28
Christoph Sumann,34.0,Austria,2010,Biathlon,0,2,0,2,2010-02-28
Yevgeny Ustyugov,24.0,Russia,2010,Biathlon,1,0,1,2,2010-02-28
Olga Zaytseva,31.0,Russia,2010,Biathlon,1,1,0,2,2010-02-28
Florence Baverel Robert,31.0,France,2006,Biathlon,1,0,1,2,2006-02-26
Vincent Defrasne,28.0,France,2006,Biathlon,1,0,1,2,2006-02-26
Halvard Hanevold,36.0,Norway,2006,Biathlon,0,1,1,2,2006-02-26
Svetlana Ishmuratova,33.0,Russia,2006,Biathlon,2,0,0,2,2006-02-26
Anna Carin Olofsson Zidek,32.0,Sweden,2006,Biathlon,1,1,0,2,2006-02-26
Uschi Disl,31.0,Germany,2002,Biathlon,1,1,0,2,2002-02-24
Sven Fischer,30.0,Germany,2002,Biathlon,0,2,0,2,2002-02-24
Ricco Groß,31.0,Germany,2002,Biathlon,0,1,1,2,2002-02-24
Andrea Henkel,24.0,Germany,2002,Biathlon,2,0,0,2,2002-02-24
Frank Luck,34.0,Germany,2002,Biathlon,0,2,0,2,2002-02-24
Raphaël Poirée,27.0,France,2002,Biathlon,0,1,1,2,2002-02-24
Olga Pylyova Medvedtseva,26.0,Russia,2002,Biathlon,1,0,1,2,2002-02-24
Liv Grete Skjelbreid Poirée,27.0,Norway,2002,Biathlon,0,2,0,2,2002-02-24
Magdalena Wallin Forsberg,34.0,Sweden,2002,Biathlon,0,0,2,2,2002-02-24
Zhao Yunlei,25.0,China,2012,Badminton,2,0,0,2,2012-08-12
Lee Hyo Jeong,27.0,South Korea,2008,Badminton,1,1,0,2,2008-08-24
Yu Yang,22.0,China,2008,Badminton,1,0,1,2,2008-08-24
Gao Ling,25.0,China,2004,Badminton,1,1,0,2,2004-08-29
Gao Ling,21.0,China,2000,Badminton,1,0,1,2,2000-10-01
Nataliya Antyukh,31.0,Russia,2012,Athletics,1,1,0,2,2012-08-12
Veronica Campbell Brown,30.0,Jamaica,2012,Athletics,0,1,1,2,2012-08-12
Vivian Cheruiyot,28.0,Kenya,2012,Athletics,0,1,1,2,2012-08-12
Will Claye,21.0,United States,2012,Athletics,0,1,1,2,2012-08-12
Tirunesh Dibaba,27.0,Ethiopia,2012,Athletics,1,0,1,2,2012-08-12
Mo Farah,29.0,Great Britain,2012,Athletics,2,0,0,2,2012-08-12
Justin Gatlin,30.0,United States,2012,Athletics,0,1,1,2,2012-08-12
Lalonde Gordon,23.0,Trinidad and Tobago,2012,Athletics,0,0,2,2,2012-08-12
Sanya Richards Ross,27.0,United States,2012,Athletics,2,0,0,2,2012-08-12
DeeDee Trotter,29.0,United States,2012,Athletics,1,0,1,2,2012-08-12
Elvan Abeylegesse,25.0,Turkey,2008,Athletics,0,2,0,2,2008-08-24
Kenenisa Bekele,26.0,Ethiopia,2008,Athletics,2,0,0,2,2008-08-24
Kerron Clement,22.0,United States,2008,Athletics,1,1,0,2,2008-08-24
Tirunesh Dibaba,23.0,Ethiopia,2008,Athletics,2,0,0,2,2008-08-24
Walter Dix,22.0,United States,2008,Athletics,0,0,2,2,2008-08-24
Allyson Felix,22.0,United States,2008,Athletics,1,1,0,2,2008-08-24
Yuliya Gushchina,25.0,Russia,2008,Athletics,1,1,0,2,2008-08-24
Tatyana Lebedeva,32.0,Russia,2008,Athletics,0,2,0,2,2008-08-24
LaShawn Merritt,22.0,United States,2008,Athletics,2,0,0,2,2008-08-24
David Neville,24.0,United States,2008,Athletics,1,0,1,2,2008-08-24
Sanya Richards Ross,23.0,United States,2008,Athletics,1,0,1,2,2008-08-24
Kerron Stewart,24.0,Jamaica,2008,Athletics,0,1,1,2,2008-08-24
Jared Tallent,23.0,Australia,2008,Athletics,0,1,1,2,2008-08-24
Angelo Taylor,29.0,United States,2008,Athletics,2,0,0,2,2008-08-24
Richard Thompson,23.0,Trinidad and Tobago,2008,Athletics,0,2,0,2,2008-08-24
Jeremy Wariner,24.0,United States,2008,Athletics,1,1,0,2,2008-08-24
Shericka Williams,22.0,Jamaica,2008,Athletics,0,1,1,2,2008-08-24
Nataliya Antyukh,23.0,Russia,2004,Athletics,0,1,1,2,2004-08-29
Kenenisa Bekele,22.0,Ethiopia,2004,Athletics,1,1,0,2,2004-08-29
Derrick Brew,26.0,United States,2004,Athletics,1,0,1,2,2004-08-29
Shawn Crawford,26.0,United States,2004,Athletics,1,1,0,2,2004-08-29
Hicham El Guerrouj,29.0,Morocco,2004,Athletics,2,0,0,2,2004-08-29
Maurice Greene,30.0,United States,2004,Athletics,0,1,1,2,2004-08-29
Otis Harris,22.0,United States,2004,Athletics,1,1,0,2,2004-08-29
Kelly Holmes,34.0,Great Britain,2004,Athletics,2,0,0,2,2004-08-29
Tatyana Lebedeva,28.0,Russia,2004,Athletics,1,0,1,2,2004-08-29
Jeremy Wariner,20.0,United States,2004,Athletics,2,0,0,2,2004-08-29
Ato Boldon,26.0,Trinidad and Tobago,2000,Athletics,0,1,1,2,2000-10-01
Pauline Davis Thompson,34.0,Bahamas,2000,Athletics,2,0,0,2,2000-10-01
Lorraine Graham,27.0,Jamaica,2000,Athletics,0,2,0,2,2000-10-01
Maurice Greene,26.0,United States,2000,Athletics,2,0,0,2,2000-10-01
Greg Haughton,26.0,Jamaica,2000,Athletics,0,1,1,2,2000-10-01
Deon Hemmings,31.0,Jamaica,2000,Athletics,0,2,0,2,2000-10-01
Robert Korzeniowski,32.0,Poland,2000,Athletics,2,0,0,2,2000-10-01
Tayna Lawrence,25.0,Jamaica,2000,Athletics,0,2,0,2,2000-10-01
Beverly McDonald,30.0,Jamaica,2000,Athletics,0,1,1,2,2000-10-01
Merlene Ottey Page,40.0,Jamaica,2000,Athletics,0,1,1,2,2000-10-01
Irina Privalova,31.0,Russia,2000,Athletics,1,0,1,2,2000-10-01
Gabriela Szabo,24.0,Romania,2000,Athletics,1,0,1,2,2000-10-01
Gete Wami,25.0,Ethiopia,2000,Athletics,0,1,1,2,2000-10-01
Elisabeth Görgl,28.0,Austria,2010,Alpine Skiing,0,0,2,2,2010-02-28
